"No.","Time","Source","Destination","Protocol","Length","Info"
"19702","85.132348","192.168.43.165","192.168.43.159","TCP","66","[TCP Dup ACK 19701#1] 5001  >  56914 [ACK] Seq=7292808 Ack=7305032 Win=65536 Len=0 SLE=7303572 SRE=7305032"
"19703","85.148307","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7292808 Ack=7305032 Win=65536 Len=1460"
"19704","85.148718","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7294268 Ack=7305032 Win=65536 Len=1460"
"19705","85.148718","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7295728 Ack=7305032 Win=65536 Len=175"
"19706","85.148787","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7305032 Ack=7295903 Win=131328 Len=0"
"19707","85.151285","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7305032 Ack=7295903 Win=131328 Len=1460"
"19708","85.151285","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7306492 Ack=7295903 Win=131328 Len=1460"
"19709","85.151285","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7307952 Ack=7295903 Win=131328 Len=176"
"19710","85.154164","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7295903 Ack=7308128 Win=65536 Len=0"
"19711","85.164750","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7295903 Ack=7308128 Win=65536 Len=1460"
"19712","85.164750","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7297363 Ack=7308128 Win=65536 Len=1460"
"19713","85.164750","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7298823 Ack=7308128 Win=65536 Len=175"
"19714","85.164884","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7308128 Ack=7298998 Win=131328 Len=0"
"19715","85.168354","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7308128 Ack=7298998 Win=131328 Len=1460"
"19716","85.168354","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7309588 Ack=7298998 Win=131328 Len=1460"
"19717","85.168354","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7311048 Ack=7298998 Win=131328 Len=176"
"19718","85.191988","192.168.43.159","192.168.43.165","TCP","1514","[TCP Retransmission] 56914  >  5001 [PSH, ACK] Seq=7309764 Ack=7298998 Win=131328 Len=1460"
"19719","85.202880","192.168.43.165","192.168.43.159","TCP","66","5001  >  56914 [ACK] Seq=7298998 Ack=7311224 Win=65536 Len=0 SLE=7309764 SRE=7311224"
"19720","85.209648","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7298998 Ack=7311224 Win=65536 Len=1460"
"19721","85.210059","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7300458 Ack=7311224 Win=65536 Len=1460"
"19722","85.210059","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7301918 Ack=7311224 Win=65536 Len=175"
"19723","85.210128","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7311224 Ack=7302093 Win=131328 Len=0"
"19724","85.213801","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7311224 Ack=7302093 Win=131328 Len=1460"
"19725","85.213801","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7312684 Ack=7302093 Win=131328 Len=1460"
"19726","85.213801","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7314144 Ack=7302093 Win=131328 Len=176"
"19727","85.224040","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7302093 Ack=7314144 Win=65536 Len=0"
"19728","85.228649","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7302093 Ack=7314320 Win=65280 Len=1460"
"19729","85.228649","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7303553 Ack=7314320 Win=65280 Len=1460"
"19730","85.228649","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7305013 Ack=7314320 Win=65280 Len=175"
"19731","85.228776","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7314320 Ack=7305188 Win=131328 Len=0"
"19732","85.233317","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7314320 Ack=7305188 Win=131328 Len=1460"
"19733","85.233317","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7315780 Ack=7305188 Win=131328 Len=1460"
"19734","85.233317","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7317240 Ack=7305188 Win=131328 Len=176"
"19735","85.236077","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7305188 Ack=7317416 Win=65536 Len=0"
"19736","85.241085","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7305188 Ack=7317416 Win=65536 Len=1460"
"19737","85.242557","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7306648 Ack=7317416 Win=65536 Len=1460"
"19738","85.242557","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7308108 Ack=7317416 Win=65536 Len=175"
"19739","85.242702","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7317416 Ack=7308283 Win=131328 Len=0"
"19740","85.245516","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7317416 Ack=7308283 Win=131328 Len=1460"
"19741","85.245516","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7318876 Ack=7308283 Win=131328 Len=1460"
"19742","85.245516","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7320336 Ack=7308283 Win=131328 Len=176"
"19743","85.251143","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7308283 Ack=7320512 Win=65536 Len=0"
"19744","85.256763","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7308283 Ack=7320512 Win=65536 Len=1460"
"19745","85.257264","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7309743 Ack=7320512 Win=65536 Len=1460"
"19746","85.257264","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7311203 Ack=7320512 Win=65536 Len=175"
"19747","85.257353","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7320512 Ack=7311378 Win=131328 Len=0"
"19748","85.261655","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7320512 Ack=7311378 Win=131328 Len=1460"
"19749","85.261655","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7321972 Ack=7311378 Win=131328 Len=1460"
"19750","85.261655","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7323432 Ack=7311378 Win=131328 Len=176"
"19751","85.265919","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7311378 Ack=7323608 Win=65536 Len=0"
"19752","85.286157","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7311378 Ack=7323608 Win=65536 Len=1460"
"19753","85.286157","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7312838 Ack=7323608 Win=65536 Len=1460"
"19754","85.286157","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7314298 Ack=7323608 Win=65536 Len=175"
"19755","85.286282","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7323608 Ack=7314473 Win=131328 Len=0"
"19756","85.291240","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7323608 Ack=7314473 Win=131328 Len=1460"
"19757","85.291240","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7325068 Ack=7314473 Win=131328 Len=1460"
"19758","85.291240","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7326528 Ack=7314473 Win=131328 Len=176"
"19759","85.316986","192.168.43.159","192.168.43.165","TCP","1514","[TCP Retransmission] 56914  >  5001 [PSH, ACK] Seq=7325244 Ack=7314473 Win=131328 Len=1460"
"19760","85.317055","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7314473 Ack=7326704 Win=65536 Len=0"
"19761","85.320001","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7314473 Ack=7326704 Win=65536 Len=1460"
"19762","85.320001","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7315933 Ack=7326704 Win=65536 Len=1460"
"19763","85.320001","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7317393 Ack=7326704 Win=65536 Len=175"
"19764","85.320095","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7326704 Ack=7317568 Win=131328 Len=0"
"19765","85.320723","192.168.43.165","192.168.43.159","TCP","66","[TCP Dup ACK 19760#1] 5001  >  56914 [ACK] Seq=7317568 Ack=7326704 Win=65536 Len=0 SLE=7325244 SRE=7326704"
"19766","85.324259","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7326704 Ack=7317568 Win=131328 Len=1460"
"19767","85.324259","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7328164 Ack=7317568 Win=131328 Len=1460"
"19768","85.324259","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7329624 Ack=7317568 Win=131328 Len=176"
"19769","85.332773","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7317568 Ack=7329800 Win=65536 Len=0"
"19770","85.349269","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7317568 Ack=7329800 Win=65536 Len=1460"
"19771","85.349582","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7319028 Ack=7329800 Win=65536 Len=1460"
"19772","85.349582","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7320488 Ack=7329800 Win=65536 Len=175"
"19773","85.349645","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7329800 Ack=7320663 Win=131328 Len=0"
"19774","85.352148","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7329800 Ack=7320663 Win=131328 Len=1460"
"19775","85.352148","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7331260 Ack=7320663 Win=131328 Len=1460"
"19776","85.352148","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7332720 Ack=7320663 Win=131328 Len=176"
"19777","85.355479","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7320663 Ack=7332896 Win=65536 Len=0"
"19778","85.373903","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7320663 Ack=7332896 Win=65536 Len=1460"
"19779","85.376436","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7322123 Ack=7332896 Win=65536 Len=1460"
"19780","85.376436","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7323583 Ack=7332896 Win=65536 Len=175"
"19781","85.376515","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7332896 Ack=7323758 Win=131328 Len=0"
"19782","85.379245","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7332896 Ack=7323758 Win=131328 Len=1460"
"19783","85.379245","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7334356 Ack=7323758 Win=131328 Len=1460"
"19784","85.379245","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7335816 Ack=7323758 Win=131328 Len=176"
"19785","85.391044","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7323758 Ack=7335992 Win=65536 Len=0"
"19786","85.402557","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7323758 Ack=7335992 Win=65536 Len=1460"
"19787","85.402557","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7325218 Ack=7335992 Win=65536 Len=1460"
"19788","85.402557","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7326678 Ack=7335992 Win=65536 Len=175"
"19789","85.402655","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7335992 Ack=7326853 Win=131328 Len=0"
"19790","85.405671","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7335992 Ack=7326853 Win=131328 Len=1460"
"19791","85.405671","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7337452 Ack=7326853 Win=131328 Len=1460"
"19792","85.405671","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7338912 Ack=7326853 Win=131328 Len=176"
"19793","85.410081","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7326853 Ack=7339088 Win=65536 Len=0"
"19794","85.430701","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7326853 Ack=7339088 Win=65536 Len=1460"
"19795","85.430701","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7328313 Ack=7339088 Win=65536 Len=1460"
"19796","85.430701","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7329773 Ack=7339088 Win=65536 Len=175"
"19797","85.430830","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7339088 Ack=7329948 Win=131328 Len=0"
"19798","85.434563","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7339088 Ack=7329948 Win=131328 Len=1460"
"19799","85.434563","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7340548 Ack=7329948 Win=131328 Len=1460"
"19800","85.434563","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7342008 Ack=7329948 Win=131328 Len=176"
"19801","85.456269","192.168.43.159","192.168.43.165","TCP","1514","[TCP Retransmission] 56914  >  5001 [PSH, ACK] Seq=7340724 Ack=7329948 Win=131328 Len=1460"
"19802","85.486903","192.168.43.165","192.168.43.159","TCP","66","5001  >  56914 [ACK] Seq=7329948 Ack=7342184 Win=65536 Len=0 SLE=7340724 SRE=7342184"
"19803","85.491919","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7329948 Ack=7342184 Win=65536 Len=1460"
"19804","85.492352","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7331408 Ack=7342184 Win=65536 Len=1460"
"19805","85.492352","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7332868 Ack=7342184 Win=65536 Len=175"
"19806","85.492422","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7342184 Ack=7333043 Win=131328 Len=0"
"19807","85.494904","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7342184 Ack=7333043 Win=131328 Len=1460"
"19808","85.494904","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7343644 Ack=7333043 Win=131328 Len=1460"
"19809","85.494904","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7345104 Ack=7333043 Win=131328 Len=176"
"19810","85.498314","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7333043 Ack=7345104 Win=65536 Len=0"
"19811","85.508034","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7333043 Ack=7345280 Win=65280 Len=1460"
"19812","85.508034","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7334503 Ack=7345280 Win=65280 Len=1460"
"19813","85.508034","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7335963 Ack=7345280 Win=65280 Len=175"
"19814","85.508149","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7345280 Ack=7336138 Win=131328 Len=0"
"19815","85.510550","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7345280 Ack=7336138 Win=131328 Len=1460"
"19816","85.510550","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7346740 Ack=7336138 Win=131328 Len=1460"
"19817","85.510550","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7348200 Ack=7336138 Win=131328 Len=176"
"19818","85.514163","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7336138 Ack=7348376 Win=65536 Len=0"
"19819","85.523337","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7336138 Ack=7348376 Win=65536 Len=1460"
"19820","85.523337","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7337598 Ack=7348376 Win=65536 Len=1460"
"19821","85.523337","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7339058 Ack=7348376 Win=65536 Len=175"
"19822","85.523696","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7348376 Ack=7339233 Win=131328 Len=0"
"19823","85.527656","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7348376 Ack=7339233 Win=131328 Len=1460"
"19824","85.527656","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7349836 Ack=7339233 Win=131328 Len=1460"
"19825","85.527656","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7351296 Ack=7339233 Win=131328 Len=176"
"19826","85.534951","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7339233 Ack=7351472 Win=65536 Len=0"
"19827","85.537435","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7339233 Ack=7351472 Win=65536 Len=1460"
"19828","85.538000","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7340693 Ack=7351472 Win=65536 Len=1460"
"19829","85.538000","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7342153 Ack=7351472 Win=65536 Len=175"
"19830","85.538084","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7351472 Ack=7342328 Win=131328 Len=0"
"19831","85.541733","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7351472 Ack=7342328 Win=131328 Len=1460"
"19832","85.541733","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7352932 Ack=7342328 Win=131328 Len=1460"
"19833","85.541733","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7354392 Ack=7342328 Win=131328 Len=176"
"19834","85.545825","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7342328 Ack=7354568 Win=65536 Len=0"
"19835","85.554122","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7342328 Ack=7354568 Win=65536 Len=1460"
"19836","85.554122","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7343788 Ack=7354568 Win=65536 Len=1460"
"19837","85.554122","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7345248 Ack=7354568 Win=65536 Len=175"
"19838","85.554257","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7354568 Ack=7345423 Win=131328 Len=0"
"19839","85.559331","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7354568 Ack=7345423 Win=131328 Len=1460"
"19840","85.559331","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7356028 Ack=7345423 Win=131328 Len=1460"
"19841","85.559331","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7357488 Ack=7345423 Win=131328 Len=176"
"19842","85.574917","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7345423 Ack=7357488 Win=65536 Len=0"
"19843","85.589122","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7345423 Ack=7357664 Win=65280 Len=1460"
"19844","85.589122","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7346883 Ack=7357664 Win=65280 Len=1460"
"19845","85.589122","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7348343 Ack=7357664 Win=65280 Len=175"
"19846","85.589213","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7357664 Ack=7348518 Win=131328 Len=0"
"19847","85.592146","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7357664 Ack=7348518 Win=131328 Len=1460"
"19848","85.592146","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7359124 Ack=7348518 Win=131328 Len=1460"
"19849","85.592146","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7360584 Ack=7348518 Win=131328 Len=176"
"19850","85.595289","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7348518 Ack=7360760 Win=65536 Len=0"
"19851","85.604215","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7348518 Ack=7360760 Win=65536 Len=1460"
"19852","85.604346","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7349978 Ack=7360760 Win=65536 Len=1460"
"19853","85.604346","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7351438 Ack=7360760 Win=65536 Len=175"
"19854","85.604406","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7360760 Ack=7351613 Win=131328 Len=0"
"19855","85.607481","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7360760 Ack=7351613 Win=131328 Len=1460"
"19856","85.607481","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7362220 Ack=7351613 Win=131328 Len=1460"
"19857","85.607481","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7363680 Ack=7351613 Win=131328 Len=176"
"19858","85.612062","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7351613 Ack=7363856 Win=65536 Len=0"
"19859","85.616569","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7351613 Ack=7363856 Win=65536 Len=1460"
"19860","85.617817","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7353073 Ack=7363856 Win=65536 Len=1460"
"19861","85.617817","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7354533 Ack=7363856 Win=65536 Len=175"
"19862","85.617900","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7363856 Ack=7354708 Win=131328 Len=0"
"19863","85.620421","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7363856 Ack=7354708 Win=131328 Len=1460"
"19864","85.620421","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7365316 Ack=7354708 Win=131328 Len=1460"
"19865","85.620421","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7366776 Ack=7354708 Win=131328 Len=176"
"19866","85.624682","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7354708 Ack=7366952 Win=65536 Len=0"
"19867","85.635164","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7354708 Ack=7366952 Win=65536 Len=1460"
"19868","85.635164","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7356168 Ack=7366952 Win=65536 Len=1460"
"19869","85.635164","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7357628 Ack=7366952 Win=65536 Len=175"
"19870","85.635250","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7366952 Ack=7357803 Win=131328 Len=0"
"19871","85.637669","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7366952 Ack=7357803 Win=131328 Len=1460"
"19872","85.637669","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7368412 Ack=7357803 Win=131328 Len=1460"
"19873","85.637669","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7369872 Ack=7357803 Win=131328 Len=176"
"19874","85.643039","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7357803 Ack=7370048 Win=65536 Len=0"
"19875","85.647912","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7357803 Ack=7370048 Win=65536 Len=1460"
"19876","85.648142","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7359263 Ack=7370048 Win=65536 Len=1460"
"19877","85.648142","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7360723 Ack=7370048 Win=65536 Len=175"
"19878","85.648196","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7370048 Ack=7360898 Win=131328 Len=0"
"19879","85.650619","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7370048 Ack=7360898 Win=131328 Len=1460"
"19880","85.650619","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7371508 Ack=7360898 Win=131328 Len=1460"
"19881","85.650619","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=7372968 Ack=7360898 Win=131328 Len=176"
"19882","85.653369","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=7360898 Ack=7373144 Win=65536 Len=0"
"19883","85.662956","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7360898 Ack=7373144 Win=65536 Len=1460"
"19884","85.662956","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7362358 Ack=7373144 Win=65536 Len=1460"
"19885","85.662956","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=7363818 Ack=7373144 Win=65536 Len=175"
"19886","85.663039","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=7373144 Ack=7363993 Win=131328 Len=0"
"19887","85.665438","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7373144 Ack=7363993 Win=131328 Len=1460"
